status,path,old_path,category
"A","reports/supabase-production-sync/function-grant-review.md","","REPORTS"
"A","reports/supabase-production-sync/function-grants-signature-inspection.sql","","REPORTS"
"A","reports/supabase-production-sync/function-phase3-scope.csv","","REPORTS"
"A","reports/supabase-production-sync/function-reconciliation-result.json","","REPORTS"
"A","reports/supabase-production-sync/function-reconciliation-scope.json","","REPORTS"
"A","reports/supabase-production-sync/function-reconciliation-scope.md","","REPORTS"
"A","reports/supabase-production-sync/function-reconciliation-summary.md","","REPORTS"
"A","reports/supabase-production-sync/function-scope-review-result.json","","REPORTS"
"A","reports/supabase-production-sync/function-scope-review-summary.md","","REPORTS"
"A","reports/supabase-production-sync/future-migration-plan.json","","REPORTS"
"A","reports/supabase-production-sync/future-migration-plan.md","","REPORTS"
"A","reports/supabase-production-sync/local-only-object-review.csv","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/columns.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/constraints.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/function-grants.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/functions.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/indexes.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/policies.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/rls.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/table-grants.json","","REPORTS"
"A","reports/supabase-production-sync/local-schema-catalog/tables.json","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-discovery-result.json","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-discovery-summary.md","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-final-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-plan-result.json","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-plan-summary.md","","REPORTS"
"A","reports/supabase-production-sync/migration-history-alignment-repair-plan.csv","","REPORTS"
"A","reports/supabase-production-sync/migration-repair-bootstrap-validation-result.json","","REPORTS"
"A","reports/supabase-production-sync/migration-repair-bootstrap-validation-summary.md","","REPORTS"
"A","reports/supabase-production-sync/nullability-phase2-scope.csv","","REPORTS"
"A","reports/supabase-production-sync/nullability-profile-review.json","","REPORTS"
"A","reports/supabase-production-sync/nullability-profile-review.md","","REPORTS"
"A","reports/supabase-production-sync/phase3-function-dependency-graph.json","","REPORTS"
"A","reports/supabase-production-sync/phase3-function-inventory.csv","","REPORTS"
"A","reports/supabase-production-sync/phase3-function-inventory.json","","REPORTS"
"A","reports/supabase-production-sync/phase31-function-decision-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/phase31-function-definitions-readonly.sql","","REPORTS"
"A","reports/supabase-production-sync/phase32-admin-function-review.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-admin-function-review.md","","REPORTS"
"A","reports/supabase-production-sync/phase32-financial-function-review.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-financial-function-review.md","","REPORTS"
"A","reports/supabase-production-sync/phase32-function-comparison.csv","","REPORTS"
"A","reports/supabase-production-sync/phase32-function-dependency-graph.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-function-evidence-result.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-function-evidence-summary.md","","REPORTS"
"A","reports/supabase-production-sync/phase32-overload-review.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-overload-review.md","","REPORTS"
"A","reports/supabase-production-sync/phase32-security-function-review.json","","REPORTS"
"A","reports/supabase-production-sync/phase32-security-function-review.md","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-evidence-request.json","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-evidence-request.md","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-local-analysis.json","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-local-analysis.md","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-local-trigger-map.json","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-local-trigger-map.md","","REPORTS"
"A","reports/supabase-production-sync/phase33-group-a-readonly-inspection.sql","","REPORTS"
"A","reports/supabase-production-sync/phase34-group-a-evidence-result.json","","REPORTS"
"A","reports/supabase-production-sync/phase34-group-a-evidence-summary.md","","REPORTS"
"A","reports/supabase-production-sync/phase34-group-a-security-result.json","","REPORTS"
"A","reports/supabase-production-sync/phase34-group-a-security-summary.md","","REPORTS"
"A","reports/supabase-production-sync/policy-security-review.json","","REPORTS"
"A","reports/supabase-production-sync/policy-security-review.md","","REPORTS"
"A","reports/supabase-production-sync/post-alignment-validation-result.json","","REPORTS"
"A","reports/supabase-production-sync/post-alignment-validation-summary.md","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-global-result.json","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-global-summary.md","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-reconciliation-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-reconciliation-state.json","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-reconciliation-state.md","","REPORTS"
"A","reports/supabase-production-sync/post-phase34-resolved-active-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-authorization-result.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-authorization-summary.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-execution-checklist.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-postchecks.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-prechecks.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-recovery-plan.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-review-result.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-review-summary.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sequence.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sequence.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-smoke-test-plan.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-source-traceability.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/01-workout-delivery-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/01-workout-delivery-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/01-workout-delivery-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/01-workout-delivery-smoke.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/01-workout-delivery.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/02-student-identity-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/02-student-identity-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/02-student-identity-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/02-student-identity.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/03-security-reconciliation-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/03-security-reconciliation-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/03-security-reconciliation-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/03-security-reconciliation.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/04-required-fields-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/04-required-fields-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/04-required-fields-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/04-required-fields.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/05-aoe-security-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/05-aoe-security-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/05-aoe-security-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/05-aoe-security.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/06-group-a-security-postcheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/06-group-a-security-precheck.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/06-group-a-security-recovery.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/06-group-a-security.sql","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/README.md","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-sql/manifest.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-workout-object-review.json","","REPORTS"
"A","reports/supabase-production-sync/production-cutover-workout-object-review.md","","REPORTS"
"A","reports/supabase-production-sync/production-package-dependency-graph.json","","REPORTS"
"A","reports/supabase-production-sync/production-package-migration-inventory.json","","REPORTS"
"A","reports/supabase-production-sync/production-package-migration-inventory.md","","REPORTS"
"A","reports/supabase-production-sync/production-reconciliation-package-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/production-reconciliation-package-result.json","","REPORTS"
"A","reports/supabase-production-sync/production-reconciliation-package-summary.md","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-design-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-design-result.json","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-design-summary.md","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-evidence-result.json","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-evidence-summary.md","","REPORTS"
"A","reports/supabase-production-sync/reconciliation-readonly-inspection.sql","","REPORTS"
"A","reports/supabase-production-sync/remote-nullability-profile.sql","","REPORTS"
"A","reports/supabase-production-sync/remote-only-object-review.csv","","REPORTS"
"A","reports/supabase-production-sync/remote-schema-readonly-inspection.sql","","REPORTS"
"A","reports/supabase-production-sync/result.json","","REPORTS"
"A","reports/supabase-production-sync/schema-critical-review.csv","","REPORTS"
"A","reports/supabase-production-sync/schema-equivalence-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/schema-equivalence-result.json","","REPORTS"
"A","reports/supabase-production-sync/schema-equivalence-summary.md","","REPORTS"
"A","reports/supabase-production-sync/security-policy-precommit-review.csv","","REPORTS"
"A","reports/supabase-production-sync/security-precommit-audit-result.json","","REPORTS"
"A","reports/supabase-production-sync/security-precommit-audit-summary.md","","REPORTS"
"A","reports/supabase-production-sync/security-precommit-inventory.json","","REPORTS"
"A","reports/supabase-production-sync/security-reconciliation-result.json","","REPORTS"
"A","reports/supabase-production-sync/security-reconciliation-scope.json","","REPORTS"
"A","reports/supabase-production-sync/security-reconciliation-scope.md","","REPORTS"
"A","reports/supabase-production-sync/security-reconciliation-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step01-final-authorization-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/step01-final-authorization-result.json","","REPORTS"
"A","reports/supabase-production-sync/step01-final-authorization-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step01-smoke-preparation-result.json","","REPORTS"
"A","reports/supabase-production-sync/step01-smoke-preparation-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step01-workout-delivery-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step01-workout-delivery-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step01-workout-delivery-precheck-evidence.json","","REPORTS"
"A","reports/supabase-production-sync/step01-workout-delivery-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step01-workout-delivery-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step02-student-identity-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step02-student-identity-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step02-student-identity-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step02-student-identity-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step03-security-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step03-security-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step03-security-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step03-security-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step04-required-fields-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step04-required-fields-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step04-required-fields-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step04-required-fields-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step05-aoe-security-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step05-aoe-security-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step05-aoe-security-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step05-aoe-security-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step06-group-a-security-apply-result.json","","REPORTS"
"A","reports/supabase-production-sync/step06-group-a-security-apply-summary.md","","REPORTS"
"A","reports/supabase-production-sync/step06-group-a-security-precheck-result.json","","REPORTS"
"A","reports/supabase-production-sync/step06-group-a-security-precheck-summary.md","","REPORTS"
"A","reports/supabase-production-sync/student-identity-deployment-design-result.json","","REPORTS"
"A","reports/supabase-production-sync/student-identity-deployment-design-summary.md","","REPORTS"
"A","reports/supabase-production-sync/student-identity-final-reconciliation-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/student-identity-final-scope.json","","REPORTS"
"A","reports/supabase-production-sync/student-identity-final-scope.md","","REPORTS"
"A","reports/supabase-production-sync/student-identity-object-inventory.json","","REPORTS"
"A","reports/supabase-production-sync/student-identity-object-inventory.md","","REPORTS"
"A","reports/supabase-production-sync/student-identity-production-gap.json","","REPORTS"
"A","reports/supabase-production-sync/student-identity-production-gap.md","","REPORTS"
"A","reports/supabase-production-sync/summary.md","","REPORTS"
"A","reports/supabase-production-sync/table-grant-catalog-delta.json","","REPORTS"
"A","reports/supabase-production-sync/table-grant-review.json","","REPORTS"
"A","reports/supabase-production-sync/table-grant-review.md","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-final-reconciliation-matrix.csv","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-final-result.json","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-final-scope.json","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-final-scope.md","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-final-summary.md","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-object-inventory.json","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-object-inventory.md","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-reconciliation.json","","REPORTS"
"A","reports/supabase-production-sync/workout-delivery-reconciliation.md","","REPORTS"
"A","reports/workout-delivery-integration-v1/result.json","","REPORTS"
"A","reports/workout-delivery-integration-v1/service-integration-result.json","","REPORTS"
"A","reports/workout-delivery-integration-v1/service-integration.md","","REPORTS"
"A","reports/workout-delivery-integration-v1/summary.md","","REPORTS"
"A","scripts/__tests__/authenticated-runtime.test.mjs","","TESTS"
"A","scripts/analyze-supabase-cutover-backup-preparation.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-cutover-backup-preparation.test.mjs","","TESTS"
"A","scripts/analyze-supabase-cutover-backup-verification.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-cutover-backup-verification.test.mjs","","TESTS"
